,Compound Rating,Date,Negative Rating,Neutral Rating,Positive Rating,Source Account,Text
133,0.0,Thu Mar 29 17:32:40 +0000 2018,0.0,1.0,0.0,CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
134,0.0,Thu Mar 29 17:30:02 +0000 2018,0.0,1.0,0.0,CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
135,0.3818,Tue Mar 27 21:00:01 +0000 2018,0.108,0.68,0.212,CBS,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
136,0.296,Tue Mar 27 17:00:00 +0000 2018,0.0,0.901,0.099,CBS,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
137,0.508,Mon Mar 26 22:14:25 +0000 2018,0.0,0.88,0.12,CBS,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
138,0.0,Mon Mar 26 20:42:48 +0000 2018,0.0,1.0,0.0,CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
139,0.7959,Mon Mar 26 16:59:19 +0000 2018,0.0,0.786,0.214,CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
140,0.807,Mon Mar 26 16:05:18 +0000 2018,0.0,0.622,0.378,CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
141,0.0,Sun Mar 25 23:57:34 +0000 2018,0.0,1.0,0.0,CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
142,0.5319,Sun Mar 25 17:15:25 +0000 2018,0.062,0.78,0.157,CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
143,0.5399,Sat Mar 24 22:46:53 +0000 2018,0.0,0.801,0.199,CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
144,-0.34,Sat Mar 24 22:46:43 +0000 2018,0.185,0.7,0.115,CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
145,0.7003,Sat Mar 24 22:25:03 +0000 2018,0.0,0.791,0.209,CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
146,0.0,Sat Mar 24 22:21:37 +0000 2018,0.0,1.0,0.0,CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
147,0.0,Sat Mar 24 22:21:34 +0000 2018,0.0,1.0,0.0,CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
148,0.7184,Sat Mar 24 22:21:26 +0000 2018,0.0,0.667,0.333,CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
149,0.9451,Sat Mar 24 22:21:23 +0000 2018,0.0,0.58,0.42,CBS,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
150,0.0,Sat Mar 24 20:00:02 +0000 2018,0.0,1.0,0.0,CBS,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
151,0.6996,Fri Mar 23 22:33:52 +0000 2018,0.0,0.806,0.194,CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
152,0.4939,Fri Mar 23 22:33:04 +0000 2018,0.0,0.686,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
153,0.8997,Fri Mar 23 22:32:48 +0000 2018,0.0,0.645,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
154,0.0,Thu Mar 22 22:10:29 +0000 2018,0.0,1.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
155,0.7081,Thu Mar 22 20:52:02 +0000 2018,0.066,0.623,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
156,0.636,Thu Mar 22 00:23:38 +0000 2018,0.0,0.802,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
157,0.0,Wed Mar 21 18:00:01 +0000 2018,0.0,1.0,0.0,CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8
158,0.5106,Tue Mar 20 20:00:01 +0000 2018,0.0,0.858,0.142,CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC
159,0.0,Tue Mar 20 17:58:43 +0000 2018,0.0,1.0,0.0,CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…
160,0.5562,Tue Mar 20 16:52:42 +0000 2018,0.0,0.826,0.174,CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
161,0.0,Tue Mar 20 16:11:00 +0000 2018,0.0,1.0,0.0,CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
162,0.7845,Mon Mar 19 21:02:26 +0000 2018,0.072,0.619,0.309,CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…"
163,0.0,Sun Mar 18 23:44:30 +0000 2018,0.0,1.0,0.0,CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
164,0.6514,Sun Mar 18 18:05:43 +0000 2018,0.0,0.787,0.213,CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
165,0.1867,Sun Mar 18 17:09:53 +0000 2018,0.0,0.92,0.08,CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
166,0.0,Sat Mar 17 19:00:02 +0000 2018,0.0,1.0,0.0,CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
167,0.6166,Sat Mar 17 17:42:43 +0000 2018,0.0,0.839,0.161,CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
168,0.7096,Sat Mar 17 14:00:03 +0000 2018,0.0,0.753,0.247,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
169,0.296,Fri Mar 16 22:53:21 +0000 2018,0.0,0.896,0.104,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
170,0.0,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,0.0,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
171,0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.822,0.178,CBS,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
172,0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,0.237,CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…"
173,-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
174,0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
175,0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
176,0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.781,0.219,CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
177,0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
178,0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.821,0.179,CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
179,0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
180,0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
181,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
182,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
183,0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,0.177,CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
184,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
185,0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
186,0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,0.336,CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
187,0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,0.132,CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
188,-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
189,0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
190,0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
191,0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
192,0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
193,0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
194,0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
195,0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
196,0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
197,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
198,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
199,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
200,-0.4767,Mon Apr 09 19:27:43 +0000 2018,0.154,0.846,0.0,CNN,Facebook has suspended another data analytics company following allegations that it misled its users over how their… https://t.co/ngLR7ZO2hR
201,-0.6124,Mon Apr 09 19:18:26 +0000 2018,0.217,0.783,0.0,CNN,RT @CNNPolitics: Sanders on whether Trump’s attitude toward Russian President Vladimir Putin has changed after the suspected attack in Syri…
202,0.0,Mon Apr 09 19:10:07 +0000 2018,0.0,1.0,0.0,CNN,The Democratic case against impeaching President Trump | Analysis by @CillizzaCNN https://t.co/iJhkbkgwiN https://t.co/Gne816Sdqz
203,0.0,Mon Apr 09 19:00:45 +0000 2018,0.192,0.58,0.228,CNN,RT @CNNPolitics: Sanders: “Signaling we want to remove our troops in no way degrades our ability to hold parties responsible” https://t.co/…
204,0.0,Mon Apr 09 19:00:06 +0000 2018,0.0,1.0,0.0,CNN,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/RdfRTlBJQ0"
205,-0.7845,Mon Apr 09 18:59:12 +0000 2018,0.331,0.669,0.0,CNN,White House press secretary Sarah Sanders on the suspected chemical weapons attack in Syria: “As President Trump cl… https://t.co/OobP8EM9Tf
206,0.0,Mon Apr 09 18:51:32 +0000 2018,0.0,1.0,0.0,CNN,White House press secretary Sarah Sanders talks to reporters after President Trump said he would make a decision so… https://t.co/f0GqzDioAR
207,-0.802,Mon Apr 09 18:50:04 +0000 2018,0.387,0.613,0.0,CNN,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/qWhCeSNLgG"
208,0.6808,Mon Apr 09 18:40:04 +0000 2018,0.0,0.781,0.219,CNN,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/NHkoaY67G8
209,-0.0772,Mon Apr 09 18:30:10 +0000 2018,0.075,0.925,0.0,CNN,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa"
210,0.4767,Mon Apr 09 18:28:00 +0000 2018,0.0,0.86,0.14,CNN,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5
211,-0.6705,Mon Apr 09 18:20:11 +0000 2018,0.184,0.816,0.0,CNN,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K"
212,-0.2263,Mon Apr 09 18:10:07 +0000 2018,0.095,0.905,0.0,CNN,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj"
213,0.0,Mon Apr 09 18:00:12 +0000 2018,0.0,1.0,0.0,CNN,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV"
214,0.0,Mon Apr 09 17:56:36 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo"
215,0.2023,Mon Apr 09 17:50:03 +0000 2018,0.0,0.913,0.087,CNN,The federal government's top voice on ethics sent a letter to the EPA outlining areas of concern regarding agency c… https://t.co/GQcZs2YBFN
216,-0.6486,Mon Apr 09 17:40:10 +0000 2018,0.261,0.739,0.0,CNN,"Voters in Anchorage, Alaska, narrowly reject a proposal to restrict bathroom access for transgender people, the fir… https://t.co/1XDALjEFwm"
217,0.5379,Mon Apr 09 17:30:07 +0000 2018,0.0,0.812,0.188,CNN,"Why Rick Scott's Senate candidacy is very, very good news for Republicans | Analysis by @CillizzaCNN… https://t.co/pGpb2HfJQz"
218,-0.7096,Mon Apr 09 17:20:12 +0000 2018,0.224,0.776,0.0,CNN,"Just before Bill Cosby walked into court Monday morning, a topless protester with ""Cosby rapist"" and women's names… https://t.co/dEBpuMfsbD"
219,0.0,Mon Apr 09 17:10:08 +0000 2018,0.0,1.0,0.0,CNN,The stock market can't figure out President Trump's trade policy https://t.co/HAB2bsxco0 https://t.co/UoCsLTvhKE
220,-0.0258,Mon Apr 09 17:00:12 +0000 2018,0.154,0.647,0.199,CNN,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/B9rmyQdHgS https://t.co/XtVV4kelqz
221,-0.6705,Mon Apr 09 16:51:12 +0000 2018,0.184,0.816,0.0,CNN,At least 23 schoolchildren were among those killed Monday in northern India after their bus skidded off the road an… https://t.co/67yfiJaJxX
222,0.0,Mon Apr 09 16:43:03 +0000 2018,0.0,1.0,0.0,CNN,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4
223,-0.0772,Mon Apr 09 16:36:26 +0000 2018,0.129,0.756,0.116,CNN,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO
224,-0.802,Mon Apr 09 16:24:03 +0000 2018,0.366,0.551,0.083,CNN,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0"
225,-0.4215,Mon Apr 09 16:15:27 +0000 2018,0.216,0.69,0.095,CNN,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p"
226,0.0,Mon Apr 09 16:06:04 +0000 2018,0.0,1.0,0.0,CNN,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX
227,-0.5106,Mon Apr 09 16:00:37 +0000 2018,0.155,0.845,0.0,CNN,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0"
228,0.0,Mon Apr 09 15:51:28 +0000 2018,0.0,1.0,0.0,CNN,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS"
229,-0.802,Mon Apr 09 15:50:06 +0000 2018,0.387,0.613,0.0,CNN,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/AgR2qL6zuv"
230,-0.5423,Mon Apr 09 15:40:08 +0000 2018,0.231,0.769,0.0,CNN,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for… https://t.co/Jppkmfi74G"
231,0.0258,Mon Apr 09 15:30:10 +0000 2018,0.059,0.876,0.064,CNN,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorit… https://t.co/EHq9izkgN9"
232,0.0,Mon Apr 09 15:20:12 +0000 2018,0.0,1.0,0.0,CNN,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl
233,-0.4588,Mon Apr 09 15:12:03 +0000 2018,0.16,0.84,0.0,CNN,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/esK5Q2wVDM
234,0.6808,Mon Apr 09 15:07:36 +0000 2018,0.0,0.781,0.219,CNN,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/ubUTEoRBxU
235,-0.6597,Mon Apr 09 15:03:51 +0000 2018,0.252,0.748,0.0,CNN,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/3DeQiqTNRR"
236,0.6808,Mon Apr 09 14:47:09 +0000 2018,0.0,0.781,0.219,CNN,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/BOh2wHicgI
237,-0.1901,Mon Apr 09 14:31:06 +0000 2018,0.077,0.923,0.0,CNN,"When it comes to Syria, President Trump can tweet and launch strikes if he wants, but not much else | Analysis by… https://t.co/q5wp5kGq43"
238,-0.4549,Mon Apr 09 14:21:53 +0000 2018,0.153,0.847,0.0,CNN,"RT @cnni: Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" spoke with @npwcnn from inside the detention faci…"
239,0.0,Mon Apr 09 14:20:03 +0000 2018,0.0,1.0,0.0,CNN,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/QFqM3UzVxs"
240,0.3182,Mon Apr 09 14:04:35 +0000 2018,0.0,0.881,0.119,CNN,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/U0Ln3fjW8v
241,0.0,Mon Apr 09 13:52:05 +0000 2018,0.0,1.0,0.0,CNN,From political refugee to CEO: How Geisha Williams made history by becoming the first Latina CEO of a Fortune 500 C… https://t.co/v9AAlj9mmM
242,0.128,Mon Apr 09 13:40:21 +0000 2018,0.0,0.909,0.091,CNN,Defense Secretary James Mattis on the possibility of launching airstrikes against Syrian President Bashar al-Assad'… https://t.co/4Oi2LTEfJ4
243,-0.0772,Mon Apr 09 13:29:17 +0000 2018,0.075,0.925,0.0,CNN,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/Lf9lIVteVA"
244,-0.0258,Mon Apr 09 13:20:01 +0000 2018,0.18,0.645,0.175,CNN,Attorney General Jeff Sessions just made the opioid war harder to win | via @CNNopinion https://t.co/eO2ZYGLkm8 https://t.co/5ZmHgOzoz7
245,-0.6597,Mon Apr 09 13:12:03 +0000 2018,0.252,0.748,0.0,CNN,"A disaster was narrowly averted in eastern India after a runaway train carrying up to 1,000 passengers rolled with… https://t.co/lGO0pA0YRX"
246,-0.0018,Mon Apr 09 13:05:54 +0000 2018,0.123,0.754,0.123,CNN,"Syria and it most powerful ally, Russia, blamed Israel for striking an airbase in the war-torn country on Monday, f… https://t.co/dU3bFRhJlV"
247,-0.3612,Mon Apr 09 13:00:15 +0000 2018,0.128,0.809,0.064,CNN,Stormy Daniels' legal team plans to release a composite sketch of the man the porn star says threatened her in 2011… https://t.co/Rbmaf5sW4J
248,0.0,Mon Apr 09 12:49:37 +0000 2018,0.063,0.874,0.063,CNN,"Florida Republican Gov. Rick Scott says he's running for the US Senate, setting up a serious challenge to the state… https://t.co/9oHrPWsZw6"
249,0.6369,Mon Apr 09 12:45:10 +0000 2018,0.0,0.704,0.296,CNN,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/0vjI9pVzDK via @CNNTravel https://t.co/MPo2WPjbfX
250,-0.0258,Mon Apr 09 12:38:55 +0000 2018,0.154,0.647,0.199,CNN,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/XHbOXLchua https://t.co/XXBefmOdcn
251,-0.25,Mon Apr 09 12:37:05 +0000 2018,0.114,0.818,0.068,CNN,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/IrPIXbxHUd
252,0.0,Mon Apr 09 12:30:11 +0000 2018,0.0,1.0,0.0,CNN,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating gl… https://t.co/2yZT9mnSSF"
253,0.0,Mon Apr 09 12:26:02 +0000 2018,0.0,1.0,0.0,CNN,"Deutsche Bank, Germany's biggest lender, is getting rid of its CEO after years of heavy losses.… https://t.co/O1UvpLNxyz"
254,0.0,Mon Apr 09 12:19:04 +0000 2018,0.0,1.0,0.0,CNN,4 questions Congress must ask Facebook CEO Mark Zuckerberg https://t.co/5PaplSDYRt https://t.co/TPsfQPpUKu
255,-0.1226,Mon Apr 09 12:16:02 +0000 2018,0.063,0.937,0.0,CNN,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/ErTHLwtmHe"
256,0.0,Mon Apr 09 12:12:37 +0000 2018,0.0,1.0,0.0,CNN,"Facebook CEO Mark Zuckerberg is on Capitol Hill today to meet with lawmakers, including members of committees holdi… https://t.co/TEjSDM8O0O"
257,-0.5106,Mon Apr 09 12:12:02 +0000 2018,0.275,0.604,0.121,CNN,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/YZqAM2JZ2X https://t.co/aGlBwRjZrc"
258,0.0,Mon Apr 09 12:04:23 +0000 2018,0.0,1.0,0.0,CNN,What cities and states are doing about guns since the Parkland shooting https://t.co/x2gNmQqcvg https://t.co/q70mtKVUqn
259,0.0,Mon Apr 09 12:03:04 +0000 2018,0.0,1.0,0.0,CNN,Designing for hedonists: The evolution of nightclub interiors https://t.co/PJKGBCwL2b via @CNNStyle https://t.co/osJPpj5Jlo
260,-0.6597,Mon Apr 09 11:59:06 +0000 2018,0.252,0.748,0.0,CNN,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/VGZeMMBqZ9"
261,0.0,Mon Apr 09 11:56:02 +0000 2018,0.0,1.0,0.0,CNN,"How President Trump might counter ""Animal Assad"" https://t.co/1UCL0ugNRt | via @CNNOpinion https://t.co/6Vxl00eqbc"
262,0.5859,Mon Apr 09 11:51:07 +0000 2018,0.0,0.759,0.241,CNN,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/ckEnqdDG2p https://t.co/Y7CYQy1zrp
263,-0.3818,Mon Apr 09 11:44:06 +0000 2018,0.178,0.822,0.0,CNN,Here's everything you need to know about the US-China trade battle https://t.co/qfAXCtoeph https://t.co/qc6MwmahAG
